,customer_id,total_2009-12,total_2010-01,total_2010-02,total_2010-03,total_2010-04,total_2010-05,total_2010-06,total_2010-07,total_2010-08,total_2010-09,total_2010-10,total_2010-11,total_2010-12,total_2011-01,total_2011-02,total_2011-03,total_2011-04,total_2011-05,total_2011-06,total_2011-07,total_2011-08,total_2011-09,total_2011-10,total_2011-11
0,12346,187.275,-22.27499999999995,0.0,44.63250000000001,0.0,0.0,-285.9285000000001,0.0,0.0,0.0,-9.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0244999999999,0.0,1174.4535,784.3934999999998,0.0,0.0,1049.8125,0.0,631.158,0.0,965.1015,0.0,2135.6279999999997,0.0
2,12348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.5639999999998,0.0,0.0,1473.1199999999997,375.27599999999995,0.0,0.0,605.55,0.0,0.0,0.0,0.0,511.5,0.0,0.0
3,12349,-39.8475,0.0,0.0,0.0,1763.0579999999998,330.0,0.0,0.0,0.0,0.0,2314.322999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899.9575000000004
4,12350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,12351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.5345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.27,0.0,0.0,489.22499999999997,502.72199999999987,0.0,0.0,0.0,0.0,0.0,1043.625,0.0,514.3544999999999
7,12353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.304,0.0,0.0,0.0,0.0,0.0,0.0,146.84999999999997,0.0,0.0,0.0,0.0,0.0,0.0
8,12354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.0100000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,12355,0.0,0.0,0.0,0.0,0.0,805.5464999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0100000000002,0.0,0.0,0.0,0.0,0.0,0.0
10,12356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.2260000000003,4372.269,0.0,3748.1730000000002,0.0,0.0,794.409,0.0,0.0,0.0,0.0,0.0,0.0,96.2775
11,12357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19931.983500000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10242.655499999986
12,12358,2359.2195,0.0,0.0,0.0,0.0,0.0,442.365,0.0,0.0,0.0,0.0,1684.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0190000000001,0.0,0.0,0.0,0.0
13,12359,1255.1385,0.0,0.0,1127.511,-26.07,0.0,808.1699999999998,0.0,0.0,0.0,909.6945000000001,0.0,0.0,903.375,3034.201500000001,0.0,-59.07,0.0,1830.378,0.0,0.0,0.0,4643.595000000002,0.0
14,12360,0.0,0.0,194.7,66.0,0.0,960.366,0.0,0.0,0.0,0.0,0.0,1337.8035000000002,0.0,0.0,0.0,0.0,0.0,1787.9069999999995,0.0,0.0,882.2550000000002,0.0,1722.2370000000008,0.0
15,12361,0.0,180.18,0.0,0.0,0.0,161.9475,0.0,0.0,0.0,188.1,0.0,0.0,0.0,0.0,313.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,12362,214.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.4300000000002,0.0,817.1460000000001,0.0,0.0,501.20399999999995,744.7275000000001,1369.4834999999996,2709.1514999999995,707.9985
17,12363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.515,0.0,0.0,0.0,417.285,0.0,0.0,0.0
18,12364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.4679999999998,131.67000000000002,493.44899999999996,0.0
19,12365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.1384999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,12366,0.0,0.0,0.0,825.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12368,0.0,0.0,0.0,1514.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,12369,0.0,0.0,0.0,574.728,0.0,0.0,0.0,0.0,0.0,2078.142,302.5274999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,12370,0.0,0.0,928.8840000000001,349.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3076.0454999999993,0.0,0.0,1548.3434999999995,0.0,0.0,0.0,0.0,0.0,0.0,1219.8119999999997,0.0
24,12371,0.0,0.0,0.0,1002.6719999999999,0.0,0.0,0.0,0.0,0.0,0.0,2593.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3115.134,0.0
25,12372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.7129999999999,0.0,0.0,850.9049999999997,0.0,0.0,0.0,632.148,0.0,0.0
26,12373,0.0,0.0,722.5350000000002,536.4975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.5899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,12374,0.0,0.0,0.0,0.0,2291.0910000000003,0.0,0.0,0.0,0.0,0.0,1415.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.8345
28,12375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.99499999999995,0.0,374.88
29,12376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.7075,116.49000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
